AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,DATE_BUILD,REG_FEE,COMMIS,SALES_PRICE,Area
Velachery,1978,20,3.0,2.0,5,2,27-03-1955,385174,192587,10699280,15
Karapakkam,1208,36,1.0,1.0,3,2,28-11-1986,533855,141635,10895000,12
Karapakkam,659,16,1.0,1.0,2,0,31-08-1989,247065,58825,5882500,12
T Nagar,1834,159,2.0,1.0,5,0,13-09-1998,489679,181881,13990830,13
Chrompet,792,131,1.0,1.0,2,2,31-12-2002,241977,66752,8344040,7
Chrompet,1262,189,2.0,1.0,4,0,25-05-1987,323202,172374,10773390,7
Chrompet,767,48,1.0,1.0,2,2,23-06-1978,274570,116484,8320290,7
Karapakkam,1225,186,1.0,1.0,3,0,20-04-1975,178211,93349,4243125,12
Chrompet,732,96,1.0,1.0,2,2,04-07-2007,239358,103722,7978600,7
Karapakkam,1647,170,2.0,2.0,4,2,05-05-1989,478058,144529,11117625,12
KK Nagar,1344,163,2.0,1.0,4,2,17-09-2001,395621,89914,8991380,9
Adyar,807,68,1.0,1.0,3,2,05-05-1987,276165,14162,7081160,0
Karapakkam,631,46,1.0,1.0,2,2,26-11-1989,314241,198468,8269500,12
T Nagar,1775,117,1.0,1.0,4,2,30-07-1986,483506,136373,12397590,13
Adyar,753,22,1.0,1.0,2,2,26-08-1980,188659,74320,5716935,0
KK Nagar,1952,9,3.0,2.0,5,2,29-01-1993,423661,122639,11148980,9
Chrompet,1021,4,1.0,1.0,3,2,12-05-1993,298266,158454,9320800,7
Chrompet,1126,194,1.0,1.0,3,2,05-03-1984,250615,139231,9282050,7
KK Nagar,2397,5,4.0,2.0,6,2,06-03-1996,510155,165800,12753880,9
Chrompet,1059,199,1.0,1.0,3,2,13-09-1980,356166,42740,14246650,7
KK Nagar,1625,82,2.0,1.0,4,2,06-04-1980,425812,227760,9902600,9
Karapakkam,1080,12,1.0,1.0,3,2,22-04-2005,328144,82036,10254500,12
KK Nagar,2254,195,4.0,2.0,6,2,05-02-2004,472266,99424,12428040,9
Velchery,1696,189,2.0,1.0,4,0,27-07-1995,475812,163136,13594630,16
Velachery,1943,68,3.0,2.0,5,0,20-12-1968,377099,140065,10774250,15
KK Nagar,1499,85,2.0,1.0,4,0,29-11-1999,626257,146571,13324620,9
Velachery,1782,179,2.0,1.0,4,2,26-06-1980,434146,173658,14471520,15
Anna Nagar,1505,174,1.0,1.0,4,0,18-05-1991,534526,327613,17242780,4
KK Nagar,2050,191,3.0,2.0,5,2,30-04-1997,773456,235400,16814260,9
Anna Nagar,1665,40,1.0,1.0,4,2,11-05-1969,455025,202233,12639580,4
Karapakkam,1391,115,2.0,2.0,4,2,17-12-1983,278964,112914,6642000,12
Anna Nagar,1797,24,1.0,1.0,4,2,29-10-1970,404535,195743,13049510,4
T Nagar,1514,185,1.0,1.0,4,0,30-07-1986,656577,168353,16835310,13
Adyar,786,118,1.0,1.0,2,2,20-04-1998,362994,10371,10371250,0
Velachery,1991,48,3.0,2.0,5,2,12-12-1973,524594,151856,13805110,15
Velachery,1814,196,3.0,2.0,5,0,14-02-2005,419251,139750,13975040,15
Karapakkam,504,130,1.0,1.0,2,0,20-12-1982,162338,31086,3454000,12
Adyar,1215,125,2.0,2.0,4,2,25-03-2000,600958,200319,16693265,0
T Nagar,1934,183,2.0,1.0,5,0,18-12-1985,353871,254787,14154820,13
KK Nagar,1691,170,2.0,1.0,4,2,11-03-1981,631722,264442,14691200,9
Chrompt,1294,12,2.0,1.0,4,2,05-11-1999,424022,47114,15704500,8
KK Nagar,2268,194,4.0,2.0,6,0,01-10-1997,384292,151388,11645200,9
Karapakam,615,61,1.0,1.0,2,0,03-03-1993,335076,167538,7284250,11
Karapakkam,1640,15,2.0,2.0,4,2,30-08-1993,376281,132207,10169750,12
Chrompet,832,176,1.0,1.0,3,0,01-02-2002,305327,157290,9252340,7
Anna Nagar,1919,5,2.0,1.0,5,0,28-05-1970,492330,123082,12308240,4
Velachery,1788,164,2.0,1.0,4,0,10-09-1989,329441,145342,9689440,15
T Nagar,1674,127,1.0,1.0,4,2,31-05-1967,371852,225767,13280420,13
Chrompet,723,12,1.0,1.0,2,0,25-05-1969,235693,22809,7603010,7
Adyar,990,167,1.0,1.0,3,0,10-04-1983,404011,106319,10631860,0
KK Nagar,2219,73,3.0,2.0,5,0,12-04-1987,610744,174498,17449820,9
Adyar,1167,193,1.0,1.0,3,0,06-10-1973,316181,31618,7904525,0
T Nagar,1566,85,1.0,1.0,4,0,27-07-1983,584360,240619,17187060,13
Chrompet,1053,195,1.0,1.0,3,2,03-11-2010,324391,40549,10137210,7
Velachery,1781,9,2.0,1.0,4,0,28-10-1949,501834,92443,13206150,15
KK Nagar,2470,188,4.0,2.0,6,0,29-09-1979,626856,217481,12792980,9
Velachery,1612,21,2.0,1.0,4,0,19-06-1997,295493,156438,8690980,15
KK Nagar,1418,73,2.0,1.0,4,2,16-11-1993,381786,221969,8878740,9
Chrompet,1032,192,1.0,1.0,3,2,04-05-1979,260006,125188,9629850,7
Karapakkam,1430,69,2.0,2.0,4,2,26-05-1978,633068,116278,12919750,12
Chrompet,812,51,1.0,1.0,3,2,04-09-2002,407482,86436,12347950,7
Karapakkam,571,0,1.0,1.0,2,2,11-09-1995,180473,97178,4627500,12
Velachery,1709,187,2.0,1.0,4,2,27-01-1982,525271,193521,13822920,15
Chrompet,1128,141,1.0,1.0,3,0,02-11-1977,374252,144872,12072650,7
KK Nagar,1731,156,2.0,1.0,4,0,03-03-2003,462109,146522,11270960,9
Velachery,1620,170,2.0,1.0,4,2,10-01-1997,446644,153534,13957610,15
Velachery,1581,140,2.0,1.0,4,2,04-02-2000,534248,267124,13356200,15
Anna Nagar,1672,132,1.0,1.0,4,2,18-10-1997,521203,231646,14477850,4
Chrompet,1266,86,2.0,1.0,4,2,27-04-1985,245094,118008,9077550,7
Chrompet,1298,34,2.0,1.0,4,2,26-06-1989,311948,143976,11998010,7
T Nagar,1952,105,2.0,1.0,5,2,03-07-1962,460098,181251,13942350,13
KK Nagar,2386,169,4.0,2.0,6,2,01-05-1988,478831,142355,12941380,9
Chrompet,1058,61,1.0,1.0,3,2,12-12-1985,257955,137576,8598500,7
Adyar,987,95,1.0,1.0,3,2,27-10-1994,368029,92007,9200725,0
Karapakkam,1256,198,1.0,1.0,3,0,09-10-1999,319362,93930,9393000,12
KK Nagar,1824,143,3.0,2.0,5,0,17-06-2004,650269,257083,15122540,9
Velachery,1752,70,2.0,1.0,4,1,18-07-1987,281674,119498,8535580,15
Adyar,796,68,1.0,1.0,2,2,15-08-1999,389486,116846,9737150,0
Chrompet,1031,40,1.0,1.0,3,0,30-07-1972,277250,36967,9241670,7
Chrompet,1114,60,1.0,1.0,3,2,10-12-2006,280961,106571,9688300,7
Anna Nagar,1567,179,1.0,1.0,4,0,19-04-1965,383791,58150,11630020,4
Adyar,1282,164,2.0,2.0,4,2,05-10-1980,362763,37206,9301605,0
Chrompet,957,81,1.0,1.0,3,2,19-05-1991,265350,41461,8292190,7
T Nagar,1510,14,1.0,1.0,4,0,11-06-1980,505308,211903,16300260,13
Karapakkam,1005,150,1.0,1.0,3,2,21-07-2001,233287,75254,7525375,12
Velachery,1824,123,3.0,2.0,5,0,09-06-1973,234976,131310,6911070,15
Chrompet,837,172,1.0,1.0,3,2,16-10-1988,338038,137328,10563700,7
Adyar,1103,44,1.0,1.0,3,0,17-03-1999,230819,53858,7693965,0
Karapakkam,1386,97,2.0,2.0,4,0,21-07-2005,353577,168370,8418500,12
Velachery,1588,80,2.0,1.0,4,2,13-06-1961,460650,80614,11516250,15
Chrompet,792,59,1.0,1.0,2,0,05-09-1979,327579,95103,10567050,7
Chrompet,1241,152,2.0,1.0,4,2,05-10-1973,286050,125147,8939050,7
KK Nagar,1571,1,2.0,1.0,4,2,20-04-1998,465954,139786,11648840,9
Chrompet,770,132,1.0,1.0,2,0,15-07-1977,222094,62186,8883750,7
Anna Nagar,1707,133,1.0,1.0,4,0,29-11-1970,607726,173636,17363590,4
T Nagar,1840,55,2.0,1.0,5,2,17-02-1972,550157,260601,14477820,13
Karapakkam,972,35,1.0,1.0,3,0,11-01-1967,307188,140795,6399750,12
Adyar,1000,33,1.0,1.0,3,0,30-06-1992,283858,75139,8348770,0
T Nagar,1888,152,2.0,1.0,5,2,19-01-1969,344124,110120,13764960,13
Karapakkam,557,29,1.0,1.0,2,2,02-08-1973,134825,67413,3210125,12
Chrompet,1180,16,1.0,1.0,3,0,18-03-1980,293365,44449,8889850,7
Chrompet,1219,124,2.0,1.0,4,2,23-04-2004,308482,119412,9951030,7
Karapakkam,943,145,1.0,1.0,3,2,02-08-1983,421272,105318,8776500,12
Chrompet,1133,96,1.0,1.0,3,2,23-07-1995,236700,37872,9468000,7
Adyar,1153,178,1.0,1.0,3,2,07-05-1988,317310,25051,8350260,0
Velachery,1618,30,2.0,1.0,4,2,18-10-1975,588755,343440,16354300,15
Karapakkam,1246,31,1.0,1.0,3,2,07-02-1974,381960,183023,7957500,12
KK Nagar,2389,109,4.0,2.0,6,0,03-09-1982,644103,202432,18402940,9
KK Nagar,2227,163,4.0,2.0,6,0,16-09-2002,496470,118207,11820720,9
Anna Nagar,1853,42,2.0,1.0,5,2,22-11-1983,344034,192659,13761350,4
Chrompet,926,13,1.0,1.0,3,0,01-12-1986,370135,95519,11939850,7
T Nagar,1517,191,1.0,1.0,4,0,03-06-1986,339667,58563,11712660,13
KK Nagar,1721,61,2.0,1.0,4,0,28-04-1987,424361,193730,9225240,9
Karapakkam,1231,126,1.0,1.0,3,0,05-04-1993,262706,102798,5711000,12
Karapakkam,1090,34,1.0,1.0,3,2,04-01-1961,170678,63395,4876500,12
Velachery,1590,56,2.0,1.0,4,2,07-02-1998,487383,153178,13925230,15
Karapakkam,1353,183,2.0,2.0,4,2,18-08-1977,360354,172670,7507375,12
Anna Nagar,1610,185,1.0,1.0,4,2,26-12-1978,338646,189642,13545830,4
T Nagar,1883,148,2.0,1.0,5,2,03-03-1981,505465,267599,14866620,13
Chrompet,1029,178,1.0,1.0,3,2,05-09-1979,361156,214018,13376150,7
Chrompet,1285,187,2.0,1.0,4,2,28-12-1977,330959,82740,11819950,7
Adyar,1210,175,2.0,2.0,4,2,02-06-1975,412366,74976,12495925,0
Karapakkam,774,153,1.0,1.0,2,0,13-12-1971,146379,96192,4182250,12
Chrompet,940,135,1.0,1.0,3,0,05-01-2008,235685,36259,9064800,7
Velachery,1893,70,3.0,2.0,5,2,19-09-1975,389835,209911,9995770,15
Chrompet,857,29,1.0,1.0,3,0,26-12-1976,191810,22132,7377300,7
T Nagar,1563,114,1.0,1.0,4,0,26-12-2002,405998,112777,11277710,13
Velachery,1634,73,2.0,1.0,4,0,20-06-1992,356825,106083,9643920,15
KK Nagar,1483,161,2.0,1.0,4,0,19-10-1989,324001,218920,8756780,9
T Nagar,1902,173,2.0,1.0,5,2,08-05-1994,827999,196105,21789460,13
T Nagar,1638,4,1.0,1.0,4,2,30-03-1977,542335,236403,13906030,13
Anna Nagar,1877,4,2.0,1.0,5,2,09-04-1981,719760,348975,21810920,4
Chrompet,751,162,1.0,1.0,2,2,29-07-1992,279992,127269,8484620,7
KK Nagar,1873,130,3.0,2.0,5,0,01-08-1985,681747,216920,15494260,9
Chrompet,1021,73,1.0,1.0,3,2,20-08-1982,251633,67102,8387750,7
Karapakkam,1448,93,2.0,2.0,4,2,12-09-1987,483660,174655,13435000,12
Karapakkam,720,34,1.0,1.0,2,0,10-05-1971,235033,107988,6352250,12
Anna Nagar,1514,151,1.0,1.0,4,0,31-07-1983,417494,110513,12279230,4
KK Nagar,2347,90,4.0,2.0,6,0,06-09-1983,579865,154631,12885880,9
KK Nagar,1816,170,3.0,2.0,5,2,07-10-1984,516687,129172,10764320,9
Velachery,1615,29,2.0,1.0,4,2,12-01-1970,315600,72831,8092310,15
Velachery,1941,138,3.0,2.0,5,0,04-05-1981,352469,110147,11014650,15
KK Nagar,2227,51,4.0,2.0,6,2,19-09-2001,419382,148017,12334760,9
Chrompet,1119,13,1.0,1.0,3,2,22-01-1986,384747,199007,13267150,7
Chrompet,885,16,1.0,1.0,3,0,31-01-1975,252441,126221,8414700,7
Karapakkam,1417,29,2.0,2.0,4,2,30-08-1973,553714,307619,12304750,12
Adyar,1278,175,2.0,2.0,4,2,25-01-1971,321247,66139,9448455,0
Chrompet,1050,14,1.0,1.0,3,2,15-01-1991,304687,90278,11284700,7
T Nagar,1706,29,1.0,1.0,4,2,04-06-1969,353561,248803,13094870,13
Karapakkam,774,111,1.0,1.0,2,0,22-10-1969,254150,57184,6353750,12
Anna Nagar,1751,183,1.0,1.0,4,2,30-10-1994,506615,253308,13331980,4
Karapakkam,729,161,1.0,1.0,2,2,02-03-1986,200366,153614,6678875,12
Chrompet,1142,59,1.0,1.0,3,2,06-12-1982,261706,30197,10065600,7
Velachery,1668,192,2.0,1.0,4,2,18-07-1964,338569,100656,9150510,15
Chrompet,857,77,1.0,1.0,3,0,20-04-2005,379217,85630,12232800,7
Velachery,1774,190,2.0,1.0,4,0,16-12-1985,493613,267961,14103230,15
Chrompet,897,71,1.0,1.0,3,2,23-05-1988,232892,107489,8957390,7
T Nagar,1838,139,2.0,1.0,5,0,18-04-1995,809661,242898,20241530,13
Adyar,1000,189,1.0,1.0,3,2,30-08-1992,307075,64647,8080925,0
Karapakkam,1209,9,1.0,1.0,3,0,20-12-1969,269262,111645,6567375,12
Chrompet,858,135,1.0,1.0,3,2,07-09-1989,341057,51675,10335050,7
Adyar,767,191,1.0,1.0,2,2,28-07-2003,361824,117593,9045605,0
T Nagar,1624,98,1.0,1.0,4,2,27-06-1970,476436,211749,13234330,13
Karapakkam,579,7,1.0,1.0,2,0,19-11-1975,191240,125816,5032625,12
Adyar,881,182,1.0,1.0,3,2,09-02-1997,394460,139970,12724510,0
Chrompet,722,148,1.0,1.0,2,2,05-12-1981,179100,34442,6888450,7
Velachery,1837,75,3.0,2.0,5,0,15-04-1991,388000,148353,11411760,15
Chormpet,1296,112,2.0,1.0,4,0,19-07-1978,318900,149484,9965620,5
Karapakkam,1624,28,2.0,2.0,4,0,22-06-1980,344306,84164,7651250,12
Anna Nagar,1630,45,1.0,1.0,4,2,24-09-1967,439916,194081,12938720,4
Chrompet,1257,183,2.0,1.0,4,0,25-09-1986,308335,39785,9946290,7
Chrompet,1163,88,1.0,1.0,3,0,24-01-1978,303081,145479,12123250,7
Velachery,1652,120,2.0,1.0,4,2,11-03-1964,397300,168551,12039380,15
Velachery,1566,134,2.0,1.0,4,0,24-06-1981,250729,88094,6776450,15
Velachery,1669,2,2.0,1.0,4,0,20-03-1958,230177,122282,7193030,15
Karapakkam,1009,148,1.0,1.0,3,2,18-01-1962,237251,68539,5272250,12
Adyar,750,127,1.0,1.0,2,0,10-04-1980,250095,12505,6252365,0
KK Nagar,2149,46,3.0,2.0,5,0,30-12-2001,378891,272328,11840340,9
Velachery,1818,77,3.0,2.0,5,2,16-06-1986,306607,197811,9890560,15
KK Nagar,1623,123,2.0,1.0,4,0,01-05-2005,695323,318690,14485900,9
Anna Nagar,1602,51,1.0,1.0,4,2,10-09-1974,358420,135953,12359320,4
Chrompet,1143,106,1.0,1.0,3,0,15-11-2004,381485,101729,12716150,7
Adyar,865,75,1.0,1.0,3,0,15-06-1974,149462,69749,4982055,0
Anna Nagar,1880,174,2.0,1.0,5,0,25-09-1988,678566,390689,20562600,4
Chrompet,721,73,1.0,1.0,2,0,15-04-1981,288172,113522,8732470,7
T Nagar,1510,54,1.0,1.0,4,0,27-02-1994,365650,53772,10754410,13
Adyar,1025,46,1.0,1.0,3,2,11-04-1982,513576,171192,13168605,0
Karapakkam,762,87,1.0,1.0,2,2,08-12-1961,268651,161191,7675750,12
T Nagar,1609,105,1.0,1.0,4,0,19-01-1968,496185,212651,17720900,13
Chrompet,869,110,1.0,1.0,3,2,11-07-1999,411007,49819,12454750,7
Adyar,1109,104,1.0,1.0,3,2,16-02-1980,445757,50944,12735905,0
Adyar,928,93,1.0,1.0,3,0,30-06-1999,279893,62976,6997335,0
Velachery,1747,51,2.0,1.0,4,2,26-09-1998,309486,89851,9983410,15
T Nagar,1526,111,1.0,1.0,4,0,15-01-2002,537849,259651,18546530,13
T Nagar,1922,25,2.0,1.0,5,2,15-11-1966,475615,171750,13211540,13
KK Nagar,1366,3,2.0,1.0,4,0,16-12-1980,451185,186359,9808360,9
Karapakkam,731,46,1.0,1.0,2,0,03-01-1979,111690,49640,3102500,12
T Nagar,1886,112,2.0,1.0,5,0,12-08-1964,325106,216737,12040960,13
Velachery,1754,33,2.0,1.0,4,2,14-10-1969,454616,107672,11963590,15
Adyar,1236,22,2.0,2.0,4,0,21-09-1975,458282,40437,13478895,0
Chrompet,1291,113,2.0,1.0,4,2,29-01-1982,314990,136495,10499650,7
Anna Nagar,1744,66,1.0,1.0,4,0,04-10-1966,385020,186676,11667270,4
Adyar,933,139,1.0,1.0,3,0,24-02-1996,279687,99244,9022165,0
Chrompet,747,78,1.0,1.0,2,0,18-05-1987,186201,24827,6206700,7
Velachery,1574,138,2.0,1.0,4,2,10-06-1964,306626,66297,8287180,15
Chrompet,1290,151,2.0,1.0,4,0,12-05-2002,416710,228518,13442250,7
Velachery,1574,111,2.0,1.0,4,0,15-05-1957,511420,236040,13113330,15
Karapakkam,932,86,1.0,1.0,3,2,30-12-1975,494655,222090,10095000,12
Karapakkam,1047,63,1.0,1.0,3,0,07-07-1997,309510,137560,8597500,12
Anna Nagar,1957,4,2.0,1.0,5,0,28-12-1989,467993,80227,13371220,4
Karapakkam,1511,77,2.0,2.0,4,2,04-10-1970,407825,185375,9268750,12
KK Nagar,1761,189,2.0,1.0,4,2,27-09-1982,518298,143972,14397160,9
KK Nagar,2287,137,4.0,2.0,6,0,22-01-2003,407213,308495,12339780,9
Velachery,1749,177,2.0,1.0,4,0,16-03-1989,378768,184265,10236960,15
Karapakkam,1550,5,2.0,2.0,4,2,24-10-1974,291270,94234,8566750,12
T Nagar,1766,156,1.0,1.0,4,0,02-12-1983,466475,242567,18658980,13
Anna Nagar,1540,85,1.0,1.0,4,2,27-02-1991,461526,237356,13186470,4
Velachery,1874,45,3.0,2.0,5,0,04-08-1974,288052,120796,9292000,15
Karapakkam,1454,25,2.0,2.0,4,0,13-08-2006,338529,86433,7202750,12
KK Nagar,2461,198,4.0,2.0,6,0,02-10-2005,419540,204101,11338920,9
Velachery,1528,194,2.0,1.0,4,2,20-09-1983,463859,191001,13642920,15
Adyar,823,134,1.0,1.0,3,0,29-05-2005,222406,107616,7174375,0
KK Nagar,1389,164,2.0,1.0,4,0,02-08-1986,433352,154081,9630040,9
Adyar,765,11,1.0,1.0,2,0,29-06-1996,287128,41018,8203665,0
Adyar,1244,180,2.0,2.0,4,2,23-01-2004,277162,34645,8661320,0
Velachery,1566,170,2.0,1.0,4,2,16-02-1987,346461,219425,11548700,15
Anna Nagar,1539,69,1.0,1.0,4,0,19-04-1997,407555,169814,11320960,4
Chrompet,1283,127,2.0,1.0,4,2,02-08-1975,418599,62015,15503650,7
Chrompet,1132,132,1.0,1.0,3,2,08-03-1977,394587,108852,13606450,7
Chrompet,948,17,1.0,1.0,3,0,11-09-2005,244277,126350,8423350,7
Karapakkam,589,101,1.0,1.0,2,2,27-01-1964,303081,115171,6061625,12
Karapakkam,1025,84,1.0,1.0,3,0,20-10-1995,230640,69192,7688000,12
Chrompet,885,105,1.0,1.0,3,2,05-01-1988,306838,76710,10958500,7
Karapakkam,758,80,1.0,1.0,2,0,26-05-1981,286925,106038,6237500,12
Adyar,663,57,1.0,1.0,2,2,21-06-1995,179082,70548,5426740,0
Velachery,1530,173,2.0,1.0,4,2,03-11-1988,202576,101288,6752540,15
Velachery,1948,194,3.0,2.0,5,0,06-02-1968,387559,183014,10765530,15
Adyar,940,60,1.0,1.0,3,2,09-02-1999,292749,17742,8871195,0
T Nagar,1532,41,1.0,1.0,4,0,14-09-2004,302461,97220,10802190,13
Velachery,1894,194,3.0,2.0,5,2,08-05-1961,329956,62424,8917740,15
KK Nagar,1373,184,2.0,1.0,4,0,16-12-1985,285072,155494,8638540,9
Velachery,1528,135,2.0,1.0,4,0,26-02-1981,237665,87144,7922150,15
Velachery,1826,44,3.0,2.0,5,0,30-08-1965,369034,106826,9711430,15
Karapakkam,1132,163,1.0,1.0,3,0,29-11-1971,261195,95949,5330500,12
T Nagar,1955,78,2.0,1.0,5,2,20-06-1999,371561,193212,14862430,13
Karapakkam,1036,32,1.0,1.0,3,2,05-02-1994,302660,204740,8901750,12
T Nagar,1504,136,1.0,1.0,4,2,15-04-2006,509070,162902,20362800,13
Anna Nagar,1826,160,2.0,1.0,5,2,17-12-1994,457606,78898,15779500,4
Karapakkam,1609,123,2.0,2.0,4,2,30-07-1972,507364,101473,11274750,12
Karapakkam,891,49,1.0,1.0,3,2,12-07-1996,335990,135996,7999750,12
Karapakkam,1665,117,2.0,2.0,4,0,08-03-1999,370998,170041,7729125,12
Anna Nagar,1965,122,2.0,1.0,5,2,31-07-1975,562035,172934,14411150,4
Chrompet,1157,27,1.0,1.0,3,0,06-06-2005,353721,101063,12632900,7
KK Nagar,2064,101,3.0,2.0,5,0,04-09-1989,725904,362952,16497820,9
Chrompet,1181,12,1.0,1.0,3,0,10-11-1990,246189,98476,9847570,7
KK Nagar,1653,132,2.0,1.0,4,2,29-01-1989,528909,237469,10794060,9
KK Nagar,2282,72,4.0,2.0,6,0,11-03-1982,401648,267765,12171140,9
Karapakkam,1531,169,2.0,2.0,4,0,12-10-1974,538209,286281,11451250,12
Anna Nagar,1629,164,1.0,1.0,4,0,26-01-2005,578234,179452,19939120,4
Chrompet,1081,27,1.0,1.0,3,2,20-08-1973,303131,136898,9778420,7
Karapakkam,1041,190,1.0,1.0,3,2,07-10-2002,352765,117588,9045250,12
Chrompet,1175,29,1.0,1.0,3,2,06-03-1979,302517,58552,9758600,7
Chrompet,810,171,1.0,1.0,3,0,03-08-1981,276639,128439,9879950,7
KK Nagar,1722,197,2.0,1.0,4,0,15-08-1989,391839,235104,9795980,9
Karapakkam,1475,86,2.0,2.0,4,0,08-10-1990,373331,207406,8296250,12
Anna Nagar,1522,81,1.0,1.0,4,0,30-06-2004,304965,214605,11295000,4
Anna Nagar,1556,181,,1.0,4,0,23-01-1986,313136,107978,10797790,4
Chrompet,1286,156,2.0,1.0,4,2,05-03-2000,433921,149628,14962800,7
Velachery,1803,10,3.0,2.0,5,2,23-11-1995,438761,161649,11546330,15
Chrompet,866,147,1.0,1.0,3,0,02-12-1982,284854,152600,10173350,7
Adyar,1178,121,1.0,1.0,3,2,17-01-1993,302357,51833,8638785,0
Anna Nagar,1626,155,1.0,1.0,4,0,14-05-1999,398859,141531,12866410,4
Anna Nagar,1589,48,1.0,1.0,4,2,29-01-2000,372788,156330,12025410,4
Chrompet,1165,68,1.0,1.0,3,0,27-08-1979,234058,98153,7550250,7
Adyar,618,57,1.0,1.0,2,0,14-11-1974,277924,25266,8421940,0
Chrompet,1144,131,1.0,1.0,3,0,03-09-1974,261559,158803,9341380,7
Adyar,1201,83,2.0,2.0,4,0,18-08-1971,468704,213047,14203140,0
Karapakkam,879,158,1.0,1.0,2,2,15-04-1973,252530,157831,6313250,12
Anna Nagar,1501,78,1.0,1.0,4,2,27-05-1975,463319,68135,13627030,4
Adyar,1289,181,2.0,2.0,4,2,12-06-1991,607616,190965,17360470,0
KK Nagar,1741,11,2.0,1.0,4,2,01-08-1999,366038,219623,10458220,9
Karapakkam,1585,48,2.0,2.0,4,0,17-11-1965,503864,215942,11996750,12
Chrompet,897,104,1.0,1.0,3,2,16-01-1999,284051,64141,9162950,7
Chrompet,1172,77,1.0,1.0,3,2,22-01-1987,300750,116419,9701600,7
Karapakkam,1321,193,1.0,1.0,3,2,25-08-1991,409314,102329,8527375,12
Karapakkam,798,21,1.0,1.0,2,0,25-02-1998,189714,58721,4517000,12
T Nagar,1808,123,2.0,1.0,5,0,15-04-1990,758028,286822,20487250,13
Chrompet,934,168,1.0,1.0,3,0,15-05-1996,217688,116619,7774580,7
Chrompet,961,161,1.0,1.0,3,2,04-04-1982,215933,34549,8637320,7
Adyar,962,15,1.0,1.0,3,0,17-12-1997,235848,95614,6374265,0
KK Nagar,1778,92,3.0,2.0,5,0,06-12-2001,327586,147942,10567300,9
Anna Nagar,1756,187,1.0,1.0,4,2,28-07-1997,371064,210269,12368790,4
Karapakkam,1023,199,1.0,1.0,3,0,19-04-2005,163153,71979,4798625,12
Adyar,784,74,1.0,1.0,2,0,02-04-1979,224786,85948,6611365,0
KK Nagar,1485,77,2.0,1.0,4,0,08-01-1998,344199,98343,8195220,9
KK Nagar,2177,119,3.0,2.0,5,2,22-08-1999,542127,189745,13553180,9
KK Nagar,2088,161,3.0,2.0,5,2,12-10-1992,605347,270474,12879720,9
Adyar,1181,156,1.0,1.0,3,2,02-07-1987,328316,126275,8418360,0
KK Nagar,1308,177,1.0,1.0,3,0,16-04-2001,339237,220046,9168580,9
Karapakkam,663,102,1.0,1.0,2,0,17-10-1990,122104,91578,3815750,12
T Nagar,1975,0,2.0,1.0,5,2,29-03-2005,339179,189940,13567150,13
Chrompet,749,180,1.0,1.0,2,0,02-07-1987,240198,124903,9607900,7
Velachery,1727,73,2.0,1.0,4,2,11-03-1976,289436,74426,8269610,15
KK Nagar,2158,50,3.0,2.0,5,2,01-11-1993,394623,105233,13154100,9
Chrompet,1157,19,1.0,1.0,3,0,18-06-2002,293108,47276,9455100,7
T Nagar,1832,138,2.0,1.0,5,0,01-11-1987,845790,260243,21686920,13
Chrompet,1138,23,1.0,1.0,3,2,28-12-1991,372628,220817,13801050,7
Chrompet,770,191,1.0,1.0,2,0,07-07-2006,171416,50790,6348750,7
T Nagar,1842,33,2.0,1.0,5,0,22-02-1986,365124,208643,13040160,13
T Nagar,1882,117,2.0,1.0,5,2,14-04-1967,731190,197619,19761890,13
Chrompet,757,155,1.0,1.0,2,2,24-04-1994,247934,132822,8854790,7
Velachery,1884,92,3.0,2.0,5,2,27-12-1972,308619,209064,9955440,15
KK Nagar,1729,82,2.0,1.0,4,2,01-02-2005,489601,212870,10643500,9
Adyar,866,177,1.0,1.0,3,2,25-07-1980,206669,86668,6666735,0
Karapakkam,919,146,1.0,1.0,3,2,22-03-1994,497683,137657,10589000,12
KK Nagar,1587,80,2.0,1.0,4,0,28-01-2005,368332,161707,8983700,9
Chrompet,1282,109,2.0,1.0,4,2,27-12-1997,343274,77513,11073340,7
Chrompet,928,79,1.0,1.0,3,0,27-10-1972,279010,76094,8454860,7
Chrompet,898,18,1.0,1.0,3,0,19-02-1979,190460,47615,6802150,7
Adyar,692,118,1.0,1.0,2,2,22-10-1986,273510,85960,7814575,0
T Nagar,1972,175,2.0,1.0,5,2,14-02-1973,487956,181241,13941590,13
KK Nagar,2079,102,3.0,2.0,5,0,30-09-2001,471086,177966,10468580,9
KK Nagar,1486,128,2.0,1.0,4,0,08-02-1999,529906,214486,12616820,9
Anna Nagar,1742,9,1.0,1.0,4,2,14-02-1967,755385,188846,20982920,4
T Nagar,1936,103,2.0,1.0,5,2,28-03-1989,441219,261974,13788080,13
Karapakkam,1214,145,1.0,1.0,3,0,15-01-1963,309558,89872,9985750,12
Karapakkam,1257,133,1.0,1.0,3,2,25-09-1977,326340,126540,6660000,12
Karapakkam,841,118,1.0,1.0,2,2,22-09-1990,241009,42846,5355750,12
KK Nagar,2255,181,4.0,2.0,6,0,31-10-1995,509468,424557,16982280,9
Velachery,1605,3,2.0,1.0,4,2,11-06-1971,426538,151352,13759280,15
Chrompet,1188,111,1.0,1.0,3,0,23-05-2000,346688,64202,12840300,7
